commentaires,notes 
good think refurbished no samsung deal box regular scotch tape,1.0 out of 5 stars
took long time choosing phone cost much plan keep one long time also want change service providers phone really liked galaxy every time read negative review ss chase information proving disproving it didn't know could afford ready chose orchid i'd watching daily camera great reviews everywhere say is many upgrades since old came out registered new samsungcom  doesn't affect anything purchased unlocked samsung not service provider many misconceptions among reviews comments use wifi web making calls saved money buying amazon couldn't bought anywhere else seller really great responding questions had i'm glad purchased them really great purchase experience,5.0 out of 5 stars
long story shortwanted unlocked switch carriers whenever felt like iti sprintput sim card told would not work sprint networkcalled sprint also went sprint storewas told locked could not activate itmy kid need's new sent him atthe told could not port number phonebut able give new number wanted add lineso basically trade att got note insteadi think companies not want activate not purchased them,1.0 out of 5 stars
read horrible reviews not getting new phone amount money involved nervous happy opened box find shiny new parts supposed come with easy install switching contacts apps old breeze even easier installing sim card old new worked like charm happy purchase can't wait start using learning cool features,5.0 out of 5 stars
can't believe good quality is checked screen body almost like new works perfectly described listing tested functions far good replacement mom's note as accessories came original fast charger usb connectorthe akg earbuds aresigh good missing soft bud cushions can't wear all didn't come sim slot openerthe box sealed tab label sticker showing amazon warehouse certifiedi update post something phone,5.0 out of 5 stars
may not owned long accidentally bought snapdragon version really needed exynos version time need know amazing was size screen stunning absolutely dwarfed samsung galaxy light easy hold onto time ever worry dropping it plus plenty cases buy right amazon worried got plenty memory option add microsd card boost already has camera incredible able take pictures cat well wild squirrels deer quality like never before also customer service super savings provides goes beyond some found made mistake purchase offered full refund timely manner didn't get angry try embarrass anything sort extremely cordial helpful look forward business future,5.0 out of 5 stars
got box without,1.0 out of 5 stars
bought traveling internationally says unlocked tried use india sim card didnt work called samsung customer service say version only something called region lock still struggling figure make work india really frustrated spending much doesnt work,1.0 out of 5 stars
ordered this read lot reviews reading horror stories about people not receiving new phones box empty actually really worried something like would happen too contacted seller never heard back mizmaz not help anxiety waited packagewhen opened box front screen protector film showed fingerprints protector back phone otherwise looked clean extra things like charger box working fine tmobile that's great news insert sim it overall looking new don't want pay galaxy think great option update review encounter problems future,5.0 out of 5 stars
trolling apple phones samsung keep mind called flagship starts malfunctioning barely hitting day mark didn't waste money buy faulty product like this would never ever recommend anyone,1.0 out of 5 stars
received product days delivery date due influx goodbad reviews decided take shot it box came sealed contents box took seconds tmobile sim recognized worked problem definitely buy future,5.0 out of 5 stars
easy get started took tmobile store girl popped sim card old put new one minute battery lasts forever awesome,5.0 out of 5 stars
thanks exchange device better now,4.0 out of 5 stars
like much ease operate don't know happen carry local network tmobil time not able unlock it inform amazon rept contact samsung help sent shipping labor return repair ticket number week later samsung return back said determined device passed quality control functions successfully see service phone,5.0 out of 5 stars
one word describe itmarvelous no buyers remorsejoin club loving it,5.0 out of 5 stars
setting up saw another email already entered returning buying s hopefully i'll better luck it,1.0 out of 5 stars
great phone somewhat suspicious wether new not received new packing cables accessories included however tried setup phone found google's frp someone already registered phone mins youtube videos able find correctly remove prior account set up seller rather product,4.0 out of 5 stars
love phone picture great camera rivals iphone maybe even better needed call tmobile get sim setup snap great signal super fast,5.0 out of 5 stars
digitizer broke got phone took little adjusting largely terms features people actually use daily basis enjoyed previous series models like this,5.0 out of 5 stars
far good replaces g taking little getting used to onboard memory far battery life exceptionally good,5.0 out of 5 stars
love phonbne hate mean hate terrible typing adds letters etc never hit type real slow otbyerwuse this happens,4.0 out of 5 stars
love size screen overall great purchase good price paid lot phones unlocked,5.0 out of 5 stars
itz goooooood,5.0 out of 5 stars
pleased price samsung sending number ads buy this wonderful price paid amazon,5.0 out of 5 stars
received chargers earphones usb connector samsung case worked fine first days later slowed little bit happended week now works fine havenot encountered issue good phone enjoying it,5.0 out of 5 stars
despite people say here unlocked not work verizon bought one amazon took verizon store said incompatible information page misleading returning full refundas itself fine modern phone can't use make callstexts worthless phone,1.0 out of 5 stars
upgraded edge little bit smaller previous battery doesnt last long kinda prefer convenience actually home button i'll get use it,5.0 out of 5 stars
bought straight talk put sim card good go first samsung blows every i've ever water wish would switched long time ago,5.0 out of 5 stars
say brand new galaxy bells whistles came perfect condition excellent since received christmas would buy heart beat,5.0 out of 5 stars
excellentarrived time brand new everything functions,5.0 out of 5 stars
customizable not many limitations iphone data transfer smooth overall great camera quality battery life amazing would buy million times,5.0 out of 5 stars
everything expected somehow see delay uploading pictures whenever i'm using whatsapp i'm not sure problem software hardware band compatibility difficult note size small screen week settled also lightweight body greay advantage especially using bedtime,3.0 out of 5 stars
seems work perfectly fine although amazon didnt put bubble wrap box nothing keeping getting slammed around lucky wasnt damaged love fast unlock finger print sensor samsungs website doesnt recognize imei register though metro pcs's website activating call customer service get,5.0 out of 5 stars
bought phone love far however getting verizon service loading transferring data old galaxy started getting really hot pretty fast i'm giving day play setting see many apps running back ground stay tuned,4.0 out of 5 stars
speaker often goes normal awful echo,2.0 out of 5 stars
android useri would say samsung user loveed itt bought days release market thanks alot,5.0 out of 5 stars
still learning getting set fully problem straight talk took days finally get online taking new box unlocked straight talk confusing try computer ai call open hours get real person,5.0 out of 5 stars
problems transferred two chips new works fineexpensive worth it,5.0 out of 5 stars
received midnight black usedlike new today opened items box seems see fee days works defectsi surprized see earphones came damaged looked one earpiece chewed pet requesting refund replacement,3.0 out of 5 stars
equipment expected however lower cost wireless provider lot added headaches end get activated verizon customer initially came sprint device verizon store not able help activate initially turns nov upgraded could activate this verizon support hour countless try reboot attempts finally work put hours time activation,4.0 out of 5 stars
bought replace older sprint network works wonderfully issues getting sprint network just went sprint store sim card,5.0 out of 5 stars
warehouse deal pair well used head phones weren't even samsung head phones come phone headohone ear wax chunks inside ewww gross also missing chargerthe itself nice,4.0 out of 5 stars
samsung galaxy wanted upgrade newer version loved everything far liked picture quality bought years ago still new except battery drains comparatively faster good shape,5.0 out of 5 stars
perfect runs looks great love,5.0 out of 5 stars
usedgadget best prices used phones got one usedacceptable condition would say excellent quality description accurate,5.0 out of 5 stars
simple great phonesurpassed needs,5.0 out of 5 stars
like galaxy much fast takes awesome pics sound great disappointment doesn't video chat can't set individual messages alert tones can't set wallpaper messages background plain white boring besides good quality phone,5.0 out of 5 stars
service seems spotty s never issues service area certain areas home bad connection drop calls frustrating,3.0 out of 5 stars
initially tempted moto x addition sensors used various application better processor good camera microphone useful used smule,5.0 out of 5 stars
bad review nothing ordinary exactly purchased amazon new accesories mentioned good quality sound image,5.0 out of 5 stars
best smartphone used yet comes many useful apps easy control smartphone price recommend getting extended warranty,5.0 out of 5 stars
reading bad reviews like others little nervous arrived overnight appears brand new accessories protective film front back phone accessories wrapped everything box actual seal box take tmobile store since sim card older style large one galaxy gave new sim no charge firmware update smart switch old store good,5.0 out of 5 stars
love big screengreat speedgreat picturesthe vision angle camera narrower sthe software camera sometimes makes errorsgreat,5.0 out of 5 stars
fast durable phone battery lasts day regular use camera great already took photos within couple months,5.0 out of 5 stars
bought mos agoit freezesstalls sceeen voice recognition comes itself not happy,3.0 out of 5 stars
awesome love phone far issues decent enough deal bundled,5.0 out of 5 stars
switched prepaid decided since buying outright wanted get away apple like years great condition unlocked like said all worth every penny,5.0 out of 5 stars
works perfectly verizon stop get new sim card it my old one mini takes nano hope lasts long last samsung phone,5.0 out of 5 stars
used android life useful love everything it trouble typing sometimes meaty fingers easily fixed changing keyboard style really worth it mah definitely last day sometimes could hours straight still higher battery,5.0 out of 5 stars
really happy galaxy have however trading new unopened purchased towards purchase new samsung galaxy i'm pre ordering today can't wait get hands new seeing reviews watched youtube,5.0 out of 5 stars
pictures awesome even almost dark turn perfectly enjoying much complaints,5.0 out of 5 stars
disappointed wasn't version korean version came without plastic wrapped seal besides everything else inside came far works great,3.0 out of 5 stars
bought august th realized individual mine not real deal please stop selling things expensive fake return period gone dont know do,1.0 out of 5 stars
expecting like regular seal tape would normally use know circle tape instead taped straight top bottom wanted clean box tried gently pull slowly course didn't come nicely torn box cover i'm not happy that hey still got,4.0 out of 5 stars
use run business reliable responds quickly female color matters got exactly wanted some highly recommend seller phone,5.0 out of 5 stars
s went back wasnt impressed s totally different matter nice improved platform havent found thing not happy well worth price,5.0 out of 5 stars
exactly described works perfectly cricket wireless,5.0 out of 5 stars
great phone great features scored points wife hardcore iphone user changed all,5.0 out of 5 stars
purchased two weeks started freezing not recognizing touch screen also not hold charge long charge least twice day dissappointed phone supposed brand new not work should,3.0 out of 5 stars
like unlocked able used verizon servicethe battery could last longer camera isn't greatesti give stars price speed arrival,5.0 out of 5 stars
liked everything phone wished samsung would get together comes tablets phones recommend tablets no,5.0 out of 5 stars
love love love this speed amazing charge day use constantly picture better expected seriously love everything it upgraded samsung didn't disappoint,5.0 out of 5 stars
perfect arrived put sim waited everything load run cricket wireless issues great deal less store,5.0 out of 5 stars
took boost scanned it said could not activated return bought locally could christmas sure would great activated,3.0 out of 5 stars
wife bought samsung splus birthday used apple products ipadsiphones etc love everything use for callswatch moviesreading alarms like wireless charging makes easy use know night time bixby like alex another feature like besides big screen like,5.0 out of 5 stars
recommend anyone uses smart phone easy set up much support samsung,5.0 out of 5 stars
first smart phone learning curve expected still woeking many features,5.0 out of 5 stars
got samsung galaxy yesterday far really like iti'll update later date,5.0 out of 5 stars
love everything except bixby muted feature problem perfect size,5.0 out of 5 stars
picture quality voice clarity great like wifi calling feature comes great people poor network connections general surroundings however battery seems drain quick even activity surprised not happy otherwise good purchase,4.0 out of 5 stars
sudden issues staying connected online whether using wifi not also screen freezes touch screen not work apps not load on got december months old funny support expired weeks ago too not buy this,1.0 out of 5 stars
not difficult set verizon dial get voicemail put sim card old phone signed google account mostly ready go love phone super slick little extra work unlocked not big deal,5.0 out of 5 stars
absolutely love price astounding couldn't asked better deal time purchase,5.0 out of 5 stars
returning phoneno wifi calling can’t use isn’t network,2.0 out of 5 stars
loving far still navigating thru features getting understanding really do ventured technical features asfar powerpoint anything read manual discover aspects far i'm loving it,5.0 out of 5 stars
well received today everything original box documentation accessories we're new box well far good verizon called provider metro pcs switched took mins running beautiful man can't wait figure resolution insanely clear,5.0 out of 5 stars
received last day so new box items described bluetooth file transfer works battery lasted full hours getting full charge first call husband test horrible static hung tried issue several calls since issue speaker good used camera much except take review photos quality good,5.0 out of 5 stars
i'm sure cell battery defective normally new cell usually lasts battery least full day case normal use battery not last whole day must charge middle day last night,2.0 out of 5 stars
brought month ago satisfied main thing paid dolars got sprint network unlocked sprint cannot remove using hot spot connect user per time sprint aplications cant remove think not fair give sprint provider phones unlocked sonpeople struggle kind things,5.0 out of 5 stars
great phone unlocked moved sim new service works well lots features,5.0 out of 5 stars
great phone lives qualities take amazing photos actually water proof recommend getting butt plugs plan taking photo deep water everything new battery life little weary guess depends much use i've days dont use stays someday dont use dying could background app use provides weekly updates battery use great would recommend  shipped expected,5.0 out of 5 stars
far love phone facial recognition lock great fingerprint reader location excellent works better didbattery life great new hard judge accurately time,5.0 out of 5 stars
international would not work sprint able receive full refund,1.0 out of 5 stars
love like omg i’ve reading reviews photos take scary going hey surprise gotta samsung galaxy sadly lol idc love,5.0 out of 5 stars
not undetstand unlocked meant soe features carrier might not work sending back buy locked version retailer,1.0 out of 5 stars
everything expected more went edge i'm love camera screen fast responsive took time getting used i'm still digging it,5.0 out of 5 stars
nice phone actual store maybe won't get defects row,1.0 out of 5 stars
absolutely love phone got lady christmas show everyone talk amazing camera is awesome job samsung,5.0 out of 5 stars
live canada purchased phone unlocked like states works providers dont need worry that dont let model number fool you model number north american version  see end means unlocked phone everything box excellent condition actually arrived day expected absolutely fantastic price saved like,5.0 out of 5 stars
start review stating live weak signal area matter device used said compared note  lg weak antenna compared phones tried different weak reception compared note cheap  even cheap stronger signal,3.0 out of 5 stars
everything supposed to pulled nanosim card old active tranfered everything  attand works without problem came every thing ear phoneswall charger sim card tool cable transfer pictures text  perfect ,5.0 out of 5 stars
crack back small hairline cracks front screen accessories came scratched purpose,2.0 out of 5 stars
far good i'm excited price slim sure also narrow upgraded,5.0 out of 5 stars
great price first samsung phone far happy performancethere one issuethe charger connection not working properly plug special side type head,4.0 out of 5 stars
received late afternoon  charged overnight today april  brought sprint store activate device however representative tried twice activate said not compatible sprint services now emergency landline not happy told unlocked sprint carriers,3.0 out of 5 stars
battery dies fast constant opens bixby wallet keyboard adds space middle words finger print awesome,2.0 out of 5 stars
cellular says can't use features wasn't made cellular get poor service now like dropped calls slow internet,3.0 out of 5 stars
shipped alaska good job wouldn't ship location alaska found odd cool made work got sim card pack att hooked rite up hassle worries love phone thanks much,5.0 out of 5 stars
screen cracked lite touch edge making ugly look at,2.0 out of 5 stars
definitely won't need upgrade while best i've date,5.0 out of 5 stars
exactly described inserted sim card everything worked awesome buy,5.0 out of 5 stars
sick fast screen amazing great price got thro months payments thanks amazon,5.0 out of 5 stars
stylish works great straight talk sim card i'm not real pleased camera quality though think galaxy takes better pictures,4.0 out of 5 stars
love phone saved verizon store accessories wanted still came put less verizon activation easy came sim card removal tool took minutes activate verizon without help them drawback long shipping time economy shipping free otherwise complaints,4.0 out of 5 stars
perfect every aspect battery lasts longer old iphone first upgrade android find issues battery far i'm loving phone,5.0 out of 5 stars
far everything great new device came perfect condition verizon sim worked immediately battery life good,5.0 out of 5 stars
warning want protection plan covers loss theft don't buy amazon bought galaxy can't find company sell protection plan covers loss theftasurion seems sell warranties carriers squaretrade doesn't cover theft looks like verizon won't sell coverage didn't buy them also i'm not contract i'll update luck i'll probably end returning buying verizon even though mad ,4.0 out of 5 stars
works straight talk verizon sim card haff call times get someone set data properly that love much,5.0 out of 5 stars
ordered black friday i've read review smartphone wondering won't work get used however got brand new as think inside box almost everything ok seal kind dust smth don't know ordered new samsung still works anything happens update review,5.0 out of 5 stars
first apprehensive deal price international reviews us version brand new popped sim card verizon that's it i'm online activated messaging calls data everything seconds later,5.0 out of 5 stars
got wrong item,1.0 out of 5 stars
cell service seems less old models active house usually nly get one bar signal sometimes bars others house same cell provider  bars time,5.0 out of 5 stars
features upgrades beautiful infinity screen best purchase ever,5.0 out of 5 stars
awesome,5.0 out of 5 stars
short time everything seems work correctly,5.0 out of 5 stars
know gig available i've already ordered phones need want higher capacity model phones awesome btw,5.0 out of 5 stars
good deal honestly expected bit battery since many features that turned off consumes lot energy product general fullfil expectations i'm happy purchase,5.0 out of 5 stars
previously moto  unit batterylasted foreverwish otherwise fast function,5.0 out of 5 stars
international model won't let turn camera shutter noise incompatible twrp android root methods,4.0 out of 5 stars
like new love scratches dents anything setup easy,5.0 out of 5 stars
longer workingnot powering upsmh,1.0 out of 5 stars
quite big average hand hard use one hand face recognition still needs work requires face similar distance programmed with don't think ever work sunglasses that no complain yet,5.0 out of 5 stars
finally upgraded note man differencelike going ford ferrari,5.0 out of 5 stars
started switch iphone issues s decided get impressed awesome,5.0 out of 5 stars
came genuine packaging parts manuals brand new worked flawlessly,5.0 out of 5 stars
love galaxy phones big step love color issue received stopped charging screen became unresponsive within weeks receiving  amazon however replace calls,5.0 out of 5 stars
replacement dead samsung great choice satisfied around,5.0 out of 5 stars
purchased mobile thanksgiving would say one fantastic model recent yearspicture quality amazing good battery life though i'm minimal user not use heavy appsthank amazon wonderful deal thank samsung quality phone,5.0 out of 5 stars
problems getting data went provider it’s set correctly,3.0 out of 5 stars
great phone looks feels great hand still like iphone better,3.0 out of 5 stars
best i've ever owned transferring contacts photos videos apps breeze reason didn't give stars paying nearly thousand dollars phone still verizon store plunk another hundred bucks get sim card use activate phone,4.0 out of 5 stars
awesome phone battery life excellent picture quality,5.0 out of 5 stars
absolutely love photo quality also came really fast love amazon i’ve never bought proves it amazon best sound great too,5.0 out of 5 stars
not buy phones etc amazon,1.0 out of 5 stars
got not advertised tried activate didn't work contacted verizon tell wasn't recognized system wasn't unlocked,1.0 out of 5 stars
love completely first look,5.0 out of 5 stars
love phone battery last daythe camera makes nice quality photos large display overall great phone,5.0 out of 5 stars
year old samsung edge got pink line issue thought replacing phone got samsung amazon great price cyber monday battery life great picture quality wonderful security features good,5.0 out of 5 stars
great phonemy regret ordered larger screen love phone,5.0 out of 5 stars
battery life sucks drained half way day matter use it called amazon support samsung support recomended adjust brightness screen,1.0 out of 5 stars
glitch speakerphone using speaker chance person line won't hear you think glitch samsung already knows about otherwise love like older models,5.0 out of 5 stars
loved phone perfect packaging easy set up opened box put sim card done,5.0 out of 5 stars
exactly says,5.0 out of 5 stars
simply best cell ever bought,5.0 out of 5 stars
best i've ever owned beautiful design screen camera etc,5.0 out of 5 stars
advertised love device love screen happy purchase,5.0 out of 5 stars
i'd like start saying i've never previous galaxies don't know companies previous models saying absolutely love phone recently switched galaxy zte axon limitations phone axon really good phone although android lot differences samsung androidsthe galaxy great battery life charge using wireless fast charger morning work last day hour shift gym like security features like fingerprint scanner face detection also great memory runs easily multiple things time multiple windows open not problem sound also really good don't turn loud get quality music old display screen awesome take pictures look like hd far one favorite features edge panel put frequently used apps contacts such use timeso far complaints i've using month i'm love it also buying amazon using store card month financing plus that's way could afford high price phonei would definitely recommend someone else never rate anything stars galaxy worth it,5.0 out of 5 stars
love,5.0 out of 5 stars
really needs user's manual miss lot wonderful things do went s ask bixby she'll help you,5.0 out of 5 stars
bluetooth chip came broken phone annoying taking long time repair better buy something sure something could possibly arrive broken,1.0 out of 5 stars
love issue yet phoneonly issue shippingit loose boxno protective stuffingplus open doesnt screen protectors r used that might make think refurits not,4.0 out of 5 stars
box,1.0 out of 5 stars
delivered faster expected great condition can't see anything wrong it still learning features no scratches pleased,5.0 out of 5 stars
love it upgraded iphone plus,5.0 out of 5 stars
appliance came back cover broken unfortunately live brazil not send device back extremely dissatisfied samsung lack quality,1.0 out of 5 stars
product sold new clearly used evidenced samsung cloud account set user icon definitely returned,1.0 out of 5 stars
love everything about samsung diehard,5.0 out of 5 stars
mind own unhappy,1.0 out of 5 stars
unlocked version simply swapped sim card iphone one ran smart switch running minutes beautiful screen decent battery life works verizon cdma network data speed noticeably faster previous iphone network earphones came sound great well plus gone back forth android iphone years last android galaxy energy hog given power find battery life impressive,5.0 out of 5 stars
wife not complaining like it,5.0 out of 5 stars
purchased it didn't care sent back sound quality great though,4.0 out of 5 stars
given gift loves,5.0 out of 5 stars
love phone didn't think would able afford new galaxy since i'm noncontact saw payments option jumped deal happy thanks amazon,5.0 out of 5 stars
charges quickly everything transferred easily love new phone,5.0 out of 5 stars
randomly disconnects calls internet unreliable bought october product support window closed january th guess figured since die three months not offer support minute beyond that don't buy unless disposable income,1.0 out of 5 stars
used less months started kicked vzw mobile network longer registered network totally useless amazon charging restocking fee stay away don't wish use verizon wireless service,1.0 out of 5 stars
started dropping calls months often can't send receive texts call quality gotten bad extremely disappointed isn't anything amazon faulty phone,1.0 out of 5 stars
great phone love far,5.0 out of 5 stars
great phone used write review,5.0 out of 5 stars
mejor celular con sistema android,5.0 out of 5 stars
satisfied phone think bit pricey,5.0 out of 5 stars
much time yet disappointed description says comes usb cable mine didn't,3.0 out of 5 stars
never back iphone way much,5.0 out of 5 stars
bought gift heard complaints,4.0 out of 5 stars
love phone like months it keep discovering new things it,5.0 out of 5 stars
upgraded another samsung love easy set up lots cool features,5.0 out of 5 stars
far good never thought i'd leave apple samsung better product,5.0 out of 5 stars
nice product easy use works well love designe color blue love,4.0 out of 5 stars
nice phone great price,5.0 out of 5 stars
great great price,5.0 out of 5 stars
not originalgive money back,1.0 out of 5 stars
us bought internet terrible not working all not even showing terrible,1.0 out of 5 stars
love new,5.0 out of 5 stars
love much best i've ever had,5.0 out of 5 stars
everything works except iris's,4.0 out of 5 stars
returned not unlocked unlocking would cost,1.0 out of 5 stars
received part screen not work like should used weeks see could get past one night screen turned black light line top went process returning almost month ago not received refund,1.0 out of 5 stars
overall good phone highly satisfied it would recommend,5.0 out of 5 stars
crazy charger empty box wtf package open disappointed never thought would issue,1.0 out of 5 stars
broke less months needed something urgent amazon greatit ship less hours i'm happy,5.0 out of 5 stars
skinny,5.0 out of 5 stars
love,5.0 out of 5 stars
works should sim card fit perfect factory phone unlocked,5.0 out of 5 stars
best i've ever had would recommend anybody,5.0 out of 5 stars
reasonably sized capable smartphone decent battery life,5.0 out of 5 stars
couldn't ask better operating functioning phone feature rich,5.0 out of 5 stars
upgraded really see improvement performance especially camera emoji face detection features awesome,5.0 out of 5 stars
started using it far great,5.0 out of 5 stars
feels like android slips top bottom like happened moto not call verify s make sure not knock off assured amazon sales person wasn't think,3.0 out of 5 stars
well worth money spent,5.0 out of 5 stars
upgraded absolutely love phone,5.0 out of 5 stars
expecting longer battery life although i'm pleasantly pleased able enjoy day everything want one charge includes movie watching social media emails pandora web surfing amazing picture taking,5.0 out of 5 stars
love galaxy switched galaxy iphone havent looked back second,5.0 out of 5 stars
excellent phone afraid coments screen dropped several times not suffered damage love color beautiful simple manage lot options play camera security apps i'm happy purchase,5.0 out of 5 stars
love phone,5.0 out of 5 stars
great phone camera best,5.0 out of 5 stars
samsung galaxy fan disappointed yet,5.0 out of 5 stars
nervous order reading reviews stating wasn't included received dummy phone arrived quickly exactly described came accessories works att,5.0 out of 5 stars
bad description not unlocked work carriers verizon unlocked version cdma,4.0 out of 5 stars
great wonderful features battery doesn't last longer,4.0 out of 5 stars
loved it sometimes freeze wasn't happen new mobile iphone doesn't freeze like android that's bought it,4.0 out of 5 stars
i'm happy phone,5.0 out of 5 stars
received international modelsmgfds warranty,1.0 out of 5 stars
excelente,5.0 out of 5 stars
best market moment,5.0 out of 5 stars
good great camera,5.0 out of 5 stars
good,5.0 out of 5 stars
great product much higher quality experience last samsung smart phone opinion outclasses iphone every measure,5.0 out of 5 stars
came time everything said description,5.0 out of 5 stars
far love phone bit narrow old phone length im happy it overall im still learning features love bixby far good,5.0 out of 5 stars
calls lil low times sound fine everything else far perfect believe fine investment lasted years hope last long not longer,5.0 out of 5 stars
expected,5.0 out of 5 stars
amazing nothing say picture quality amazing software amazing thought transitioning iphone andriod would hard really isn't,5.0 out of 5 stars
pretty awesome get great deal time purchase nov,5.0 out of 5 stars
pretty nicely perfect sound image quality lovely interface far good,5.0 out of 5 stars
still trying get kinks far,4.0 out of 5 stars
brand new samsung plus everything perfect  use mobile usa works perfectly,5.0 out of 5 stars
described,5.0 out of 5 stars
enjoying phone came time meeting work,5.0 out of 5 stars
super good,5.0 out of 5 stars
best form,5.0 out of 5 stars
new samsung galaxy perfect love it,5.0 out of 5 stars
glitches using coaches eye,4.0 out of 5 stars
love love love,5.0 out of 5 stars
excellent condition amazing phone,5.0 out of 5 stars
absolutely completely locked previously owned,1.0 out of 5 stars
great,5.0 out of 5 stars
got son's graduation thrilled,5.0 out of 5 stars
samsung excellent buy lot faster predecessors pictures clear clean,5.0 out of 5 stars
superb phone,5.0 out of 5 stars
absolutely love samsung galaxy,5.0 out of 5 stars
liked better value purchasing store way less money new ph warranty,4.0 out of 5 stars
love it came perfect condition,5.0 out of 5 stars
love new samsung galaxy best part samsung health bixby manager say command push button turn talk dont like new charging input adapter confusing me charge car,5.0 out of 5 stars
seal box only tape instruction manualtermsconditions returning,1.0 out of 5 stars
not unlocked took verizon store said not enabled service,1.0 out of 5 stars
use  camera happy great upgrade even step camera truly unlocked cdma use boost mobile sprint network not activate online buy sim card pack always store,5.0 out of 5 stars
excellent,5.0 out of 5 stars
won't find bigger better android samsung galaxy plus thanks oversized inch curved screen lowlightdefeating duallens camera,5.0 out of 5 stars
love new samsung galaxy phone s edge efficient  better everyway absolutely would recommend anyone,5.0 out of 5 stars
arrived fast perfect condition great price,5.0 out of 5 stars
perfect condition works great,5.0 out of 5 stars
really good girlfriends birthday present loves,5.0 out of 5 stars
spent entire day transferring setting realized next day wifi calling samsung wifi calling unlocked not nice wifi calling also feature pay for,3.0 out of 5 stars
version bootloader cannot unlocked blatantly anticonsumer renders useless unless intend use stock firmware unmodifiedand would you recommend strongly phone,1.0 out of 5 stars
disappointed way shipping made prime got delivered days late shipped gift reached much later occasion not serve purpose disappointed personally samsung love it,4.0 out of 5 stars
kind user jumps iphone android convinced android offers lot problem lies components manufacturer buy flagship smartphones power user decided give impressive sim extremely happyim not getting details specs internet already loaded them think experiences valuable youthe device top notch migrating another android device iphone extremely easy included adapter screen wonderful surprise considering samsung builds iphone screen well obviously samsung screen guru nowadayseverything great device works much better iphone bluetooth connections extremely fast etcui good packed options fast charging impressive  mins battery lasts day normal usecellular signal strenght good wifi good wather proof else ask for,5.0 out of 5 stars
freaking amazing,5.0 out of 5 stars
best samsung yet,4.0 out of 5 stars
maravilloso,5.0 out of 5 stars
really good phone liked takes pictures internet connection fast overall speed opening apps advanced features use like experience something new far glad bought samsung galaxy,5.0 out of 5 stars
excellent product,5.0 out of 5 stars
love hope replace mine without deadspots issues warranty recommended insurance,5.0 out of 5 stars
husband loves got deal,5.0 out of 5 stars
great everything works wonderful,5.0 out of 5 stars
still working,5.0 out of 5 stars
box factory packaging accessories empty spot make sure read one star reviews,1.0 out of 5 stars
far good complaints phone got i'm still figuring everything out little trouble getting activated however one taken care great,5.0 out of 5 stars
love samsung,5.0 out of 5 stars
sensacional,5.0 out of 5 stars
fully unlocked,5.0 out of 5 stars
product absolutely new works well redpocket tmobile tried another carriers,5.0 out of 5 stars
wonderful phone excellent camera works great att network fast,5.0 out of 5 stars
perfect,5.0 out of 5 stars
great phone,5.0 out of 5 stars
far love everything samsung new would hard pressed back great deal phones,5.0 out of 5 stars
yes tmobile wifi calling works,5.0 out of 5 stars
brand new far issues fits description,5.0 out of 5 stars
perfect,5.0 out of 5 stars
telefon like new came without removing pin case replaced rubber bud headphones,4.0 out of 5 stars
thank,5.0 out of 5 stars
really easy walked cellular got prepaid plan like that,5.0 out of 5 stars
bought certified used operating like bought brand new came visible wearntear marks glitches i'm satisfied purchase,5.0 out of 5 stars
upgraded big step up,4.0 out of 5 stars
month use nowhere cellphone screen not working dead zones screen flickering live argentina samsung's argentina not want fix since bought usa need solution right away,1.0 out of 5 stars
works expected,5.0 out of 5 stars
amazing features perfect battery not bad everything works smoothly,5.0 out of 5 stars
i'm quite heavy user battery life lasts hours runs smooth handle everything throw ease great buy far using month update anything changes,5.0 out of 5 stars
nice far,5.0 out of 5 stars
love,5.0 out of 5 stars
samsung superior iphone inferior,5.0 out of 5 stars
excellent phone scratch fairly easily drops please get case along phone,5.0 out of 5 stars
excellent phone love change audio fedex amazing job getting package time,5.0 out of 5 stars
far good,5.0 out of 5 stars
looks nice good picture sound quality battery life average,5.0 out of 5 stars
consistent phone easy set up put sim ready go one draw back though battery life needs work solid,5.0 out of 5 stars
like quality pictures ease use style phone battery however run way quickly,4.0 out of 5 stars
bought samsung got home audible poor could not hear person speaking sent back got another one thing sending back today,1.0 out of 5 stars
upgrade s totally satisfied,5.0 out of 5 stars
didn't come user manual online works out everything else works issues far came page claimed offer free stuff giving star review month nothing,4.0 out of 5 stars
fionce love samsungi love,5.0 out of 5 stars
love it camera amazing works great i've small problem headphone jack amazing,5.0 out of 5 stars
att phone carrier tried everything unable unlock it waiting weeks get phonei return it wasted  month time aggravating tell truth,1.0 out of 5 stars
fast phonegreat pictures expandable memory splash proof happy buy,5.0 out of 5 stars
great,5.0 out of 5 stars
easy set following instructions given nervous would not able set instructions come make easy upgraded from,5.0 out of 5 stars
everything great though quite months later battery weakened bit performance starting issues though that's natural thing assume phones like old,5.0 out of 5 stars
newest simply terrific works venezuela,5.0 out of 5 stars
everything went expected s arrived perfectly everything wanted thanks,5.0 out of 5 stars
keeps dropping wifi don't know common issue box not sealed trouble making receiving calls,1.0 out of 5 stars
cool phone,5.0 out of 5 stars
took cellular provider set told someone else still owes payments it’s blocked system basically stolen item resold,1.0 out of 5 stars
changed certain fruit it samsung galaxy really enjoy phone never back,5.0 out of 5 stars
great product,5.0 out of 5 stars
buen telefono buen precio lo recomiendo cualquieraa good cellphone good price recommend averybody,5.0 out of 5 stars
