commentaires,notes 
nice doesnt support wifi calling extremly important feature me assumed would since backed samsung newer not didnt realize argued carrier poor service months discovered waa not able use wifi calling areas less coverage time told late refunds exchanges made suggestion try sell someone doesnt need wifi calling,3.0 out of 5 stars
works great verizon even though box etc att logo it strange thing ordered couple months ago amazon web link got verizon wanted wife liked simply used link previous amazon order low behold get att one took new verizon store magic loaded wifes contactsappsetc old att one everything works fine strange thing phones ordered amazon link fulfilled different suppliers verizon came jts wireless att came levy commerce also say phones definitely new phones not rebuilt even though amazon website not explicitly say new post question answered purchasing new phone,5.0 out of 5 stars
i'm typing review right would rather difficult take picture product said i'm happy minor complaints itthe goodgreat quality displaythe speakers better phones particular generationi'm yet crash major problemsgreat initial battery life will come back thiscamera quality astounding even lower settingsthe badthe bixby button satan spawn never made actual button okay google far superior basically every waythe battery life i've found steadily declined months used could almost full day hald without charging purchased think june december st time review charge times day usually amount usealso mention bixby buttonconclusionall great great interface user friendly well good durability complaints,4.0 out of 5 stars
getting sick tired one day battery life old phone samsung rated higher battery life went it several hundred dollars less verizon wanted charge every day now bad well not bad verizon caller no longer worked unlocked version kind generic speak also verizon voicemail visual voicemail not available big deali found another no issues using free app hiya caller block awesome,5.0 out of 5 stars
works fine great colors reasonably fast take excellent pictures videos would buy again biggest negative reason within two weeks crashed unfortunately taken pictures day never made cloud lost all disappointing,4.0 out of 5 stars
fast attractive phone narrow enough hold comfortably hand still large screen camera takes sharp pictures quickly accessed lock screen like edge menu customized give quicker access apps use most audio forms gets great playback quality speakerphone loud clear video voicemail playback customization sound menu tailor headphone audio hearing spectrum battery life good generally lasting anywhere day day half power saving mode easily enabled low effortlessly enrolled samsung premium care purchased directly amazon samsung authorized retailer not perfect don't find bixby useful disappointed inability reassign dedicated button quality feel glass exterior made wary use unprotected wrapped case screen protector immediately curvature screen edges also makes difficult find install suitable screen protection overall everything want it’s unlocked don't root cut carrier bloat although samsung bloatware none complaints outweigh things well,5.0 out of 5 stars
sold galaxy att not unlocked chat verizon tech support three hours trying add current account found isn't unlocked so purchase code order unlock won't get code twofour days unhappy shouldn't advertise unlocked actually isn't compatible verizon fact spending nice work great,1.0 out of 5 stars
simply add i love it category want add something might not known samsung bit deceptive advertising phone infinity display not really infinity notice overexpose edges image shown product hide fact display not really edge edge goes curve slightly noticeable edge around display not technically infinity display that's bit letdown not game changer saying still love phone mostly camera great battery sick awesome,5.0 out of 5 stars
couple months thoroughly enjoy features especially camera quality camera which important take lot pictures great like sleek design careful always display burn screen,5.0 out of 5 stars
great price took nano sim straight one inserted booted worked tmobil painless switchover battery better not twice life new significantly longer charges s’s camera still hard beat processing graphics speed display extensible storage make clear winner,4.0 out of 5 stars
reading reviews little skeptical purchasing phone seller no problem verizon activate phone prepaid plan verizon kamma walk verizon store and put sim card in got asked questions activated told read online verizon reps saying wasn't compatible agreed may ploy get return phone buy verizon store considering live northeast several snowstorms  seller kept updated prime amazon delivery would get me due delivered thursday ultimately delivered saturday absolutely great experience way around,5.0 out of 5 stars
supposed receive smguzkaxaa received smgfzkdxsg instead received not compatible verizon middle east not us attached picture info showing united arab emirates phone,1.0 out of 5 stars
happy find samsung unlocked version amazon warehouse deal saved tons money came brand new box plastic protectors still everything intact one caution buying unlocked features carrier offers may not work instance att don't visual voicemail phone research online buy unlocked particular carrier see may not work unlocked version minor nuisance love freedom able take whatever network may want use terms itself personally don't like curved screen aspect all works similarly samsung rip pretty much keep upgrading unfortunately keep fast functional supported phone,5.0 out of 5 stars
first foremost samsung galaxy one favorite android smartphones time camera quality amateur photographers like myself pretty darn good furthermore processor super fast responsive compared galaxy had huge upgrade also battery life amazing me excessive use listening music scrolling social media nonsense stuff charge lasted am around pm overall impressed phonesome things personally not like side button kept triggering assistant super annoying even disabling assistant hitting button would still bring interface audio quality wasn't greatest however perfect audio screen size also larger standard screen size time videos images taken devices didn't fit perfectly screen slightly annoyingoverall satisfied purchase certified refurbished warehouse deals inc wouldn't turn one day studying abroad costa rica tried hard resetting soft resetting try get turned on nothing worked eventually returned us sent samsung mistakenly thinking still warranty turns whoever declared product received certified refurbished clearly mistaken huge problem circuit board likely caused refurbishing process previous customer sold warehouse deals inc furthermore since amazon not supply imei number receipt samsung could not fulfill request fix per warranty would pay repair it moral story recommend buying warranty either samsung amazon purchase certified refurbished avoid hassle went through unless want waste lasts months due hardware malfunction,3.0 out of 5 stars
not going get huge detail here love phonethe camera amazingthe screen amazingthe fingerprint scanner works better everyone says doesi taken shower multiple times problemsit played music underwater not recommended problemsit take little getting used to longer it love ithonestly can't think one thing don't likeexcept wish bixby button programmableand would recommend otterbox defender series case ive weeks incredible,5.0 out of 5 stars
blackberry priv android cost gazzilion died yearas soon turned on immediately noticed incredible difference speed opening apps installing uninstalling opening browsing internet bam everything happens immediately phone delays thinking crashing so farone thing annoys bit really sophisticated is like put table screen certain things face others tons options screen behave light notifications even movement makes behave differently basically i'd spend many hours figuring that's thing guess bigger problems there,5.0 out of 5 stars
samsung roll right comes making flagship devices bundles good looks amazing screen great software featuresi bit hesistant buying samsung due infamous software lag heavy skins top android much better previous samsung releasesthe cons late software updates possiblity slowing couple months everything works great,5.0 out of 5 stars
love it works like charm wish kept led notice lights could program different apps callers older versions download google keyboard kept hitting period button instead space bar key board came with,5.0 out of 5 stars
 do not buy this bought mom instead got empty box fake jewerly it seller name samsung but not dont foul,1.0 out of 5 stars
loving s upgraded moto plus loving big edge edge display battery life amazing battery old estimated  hours left s got battery reminder checked settings estimated  hours worth battery left thought might big feels like perfect size i'm glad went bigger screen fast charging awesome bought wireless charger nightstand i'm loving feature well pictures great arrived earlier expected great seller,5.0 out of 5 stars
works great however realized cannot video calling another verizon customer samsung phone verizon feature unlocked phones not come with actually loved fact regular call switch video call use whatsapp video call instead,4.0 out of 5 stars
cool definitly lot it actually found preinstalled apps usefull disapointed battery life not nearly good hype,4.0 out of 5 stars
best ever the specs don't speak much filled tons features name feature thin perfect looking brilliant camera looks great hands battery old used consume around battery life day consumed amazing perforce new bixby feature great move samsung google assistant makes even better new screen feature good edge feature usefull times fingerprint scanner face scanner iris scanner iris scanner favorite super fast much better iphone finger print sensor awkward position super fast too screen mind blowing dont hesitate buy this worst every penny,5.0 out of 5 stars
great phone happy left apple everything great camera wireless charging face fingerprint signin built speakers gorgeous screen headphone jack  smartly made phone reliable quite tool world powerful computer pocket even free earbuds came pretty good new world nonapple customeronce got wireless charger home wireless charger office appreciated even more,5.0 out of 5 stars
yes works verizon wireless took sim chip working plugged worked nothing else needed activation neededthis early review ill append fiddle around phonecon blaster so no controlling infrared devices like cable box unless theyre smart devices network cant use universal remote control like s,4.0 out of 5 stars
got despite description stating not compatible sprint people state did time sprint store get sim card managed get working problems go refer corporate sprint stores get sim card make call follow through,5.0 out of 5 stars
using device battery goes turned off tried charge it powered neither wire charger wirless chargerafter return warranty samsung found pba damage due scratches lcd screen denied repair warranty demanded repair fee uobviously cheaper buy new one better business buy iphone,1.0 out of 5 stars
bought wife verizon carrier tad nervous would work not received item scratches ding marks screen perfect put sim card edge immediately picked verizon issues apps old transferred perfectly new phone battery seems great shape holds charge well far issues ever keeping fingers crossed stays way prime members knew would first couple weeks problems product far good happy,4.0 out of 5 stars
almost like nexus better wifi calling something use since poor mobile coverage live charges fast trick wish samsung would perfect wifi data crossovers better seems like gets hung no pun intended change overs airplane mode times not,4.0 out of 5 stars
high school son received year ago problems still using it second one purchased house complaint one arrived fact multiple hundred dollar item box times size absolutely packing all free floating one end box pick up lack respect money not take time humor packing ticked,4.0 out of 5 stars
gorgeous phone glass fingerprint sensor location not bad reviews indicatedisabling app power manageroptimize battery must receiving notifications timely manner need led notifications sound need download use silentmp tonebixby button not scary since remappedlooks frigile would never use case really hope don't drop itvery nice deal thanks amazon,5.0 out of 5 stars
amazing far issues battery last quite awhile anywhere  hours possibly based often decide play games text phone camera quality beautiful crisp option filter blue light defently since stay sleep loved g new baby,5.0 out of 5 stars
better phones tracfone unlocked feature lets use features locked tracfones radio free data needed update software versions android allows use type service slot sim card memory card samsung galaxy features could ask,5.0 out of 5 stars
great phone months research wasn't sure choose pixel lg even iphone finally decided s everything wanted wireless charging great camera decent battery perfect screenafter month happy decision wonderful phone perfect,5.0 out of 5 stars
decent burn started become noticable months in closer year screen burn unbearable planned obsolescence finestgood antenna good battery bixby doesn't seem useful google assitant,3.0 out of 5 stars
got today waiting days need phone excitement replaced anger hour long conversation support told either send samsung return refund refurbished phones locked cannot access them amazon knows continue sell anyway amazon crossed last time,1.0 out of 5 stars
reading questions answers contacted local verizon affiliate told wanted activate phone i've good customer years eager help me basically activated new micro sim card used using existing number transferred sim card basically deal done still log google account use samsung transfer setup move info went smooth really enjoying phone camera,5.0 out of 5 stars
huge upgrade galaxy note the screen clear largei'm still getting used weird way screenshots that's software thing well mostly okayit's fast working machine camera quality amazing love taking underwater movies not underwater pictures well like doesn't register fingers touching screen there's water it video finebattery life fine i'm good amount not watching movies listening music social media battery last day night bit more,5.0 out of 5 stars
happy upgraded loving week realized wouldn't let connect wifi besides one home college free wifi worked perfectly fine sedge said wifi blocked tried wifi mcdonalds parks restaurants wifi blocked earth said contact provider not kind really upset,4.0 out of 5 stars
iphone user since baby came life initially scared take leap i'm glad did beautiful i've come across i'm happy mine everything need more thinking switching android sign take leapfast shipping perfect condition activate mine verizon transfer sim card voila i'm happy girl new s ,5.0 out of 5 stars
came packaged different boxbut fantastic condition looked brand new even recently released used definitely gets thumbs me wife definitely loving “new phone,5.0 out of 5 stars
exactly described samsung makes high quality products true rival iphones not apple fanprosunlocked described insert sim card i'm businesssleek designbattery life good expected since new phone let's see monthsupdates android oreo without rooting itcons for mecomes facebook preinstalled disable not facebook user can't removebixby app samsung assistant version alexa ok google not interested another assistant,5.0 out of 5 stars
went connect metropcs told reported stolen won’t connect it,1.0 out of 5 stars
defective would not send photos texts lengthy investigation samsung tech support identified hardware defective authorized return,1.0 out of 5 stars
pleased sure passwords got mess slippery get good case,5.0 out of 5 stars
bought husband christmas present found easy transition old one and hates change,5.0 out of 5 stars
course since old samsung took bit learning self works great hesitated refurb works promised pleased it wish could plugged head understood did,5.0 out of 5 stars
dope phone i'm writing review it i've many months without problems i'm att activated right store free took less minutes picture quality phenomenal general gorgeous look at don't use case screen protector pop socket also don't drop phone i've heard glass fragile consider getting case,5.0 out of 5 stars
so like many yall little skeptical buying online i've never done before however since monday came perfect condition scratches dings software runs perfectly slipped att sim card are lol honestly everything good camera quality great battery lasts day constantly scroll apps screen big bright see everything reading love thin easy hold is recommend anyone,5.0 out of 5 stars
don't usually leave reviews stunning bought third party seller offered bundle high quality accessories dollars less listed amazon price couldn't happier purchasea warning though like many reviewers delicate put good case screen protector definitely not meant naked water proof design life savior previous phones died ho nice know safe situations,5.0 out of 5 stars
overall satisfied phone camera quite good doesn't handle lowlight well hoped screen definitely scratch resistant you scratch screen keys won't leave mark glass front back not impact resistant expect crack first time falls hands hits hard floor aware issue beforehand complaints here,5.0 out of 5 stars
paid knowing cosmetic damage used came clear case charger days technology speaking far good two minor obvious scratches barely noticable mind expected back screen appears easily replaced i'm type person take time thatthe easily covered caseno front screen damage came two days early seems like steal avg unlocked phone,5.0 out of 5 stars
purchased galaxy everything great running perfectly month two service metro pcs yes know arent best randomly started saying couldnt receive service anymore taking metro pcs told cannot really help not purchased from still works fine review written actual cannot service turned as explained me problem unlocked phones kind roll dice especially purchasing online didnt want fighting company work deal samsung warranty didnt time working hours day seeing reviews saying dont help anywayoverall awesome works fine issue ive nearly year months guess get paid for saving couple hundred cannot get service works wifi cant call text much get rid something,2.0 out of 5 stars
upgraded major difference activated verizon network since already verizon easy installing verison sim card s turning on would highly recommend,5.0 out of 5 stars
second smart got amazon got another great deal issue verizon ever reason voice message not notify indicator not get verizon verizon tech told me otherwise happy purchase,5.0 out of 5 stars
great not primary reason review amazon customer service is concerns raised upon delivery seal box compromised items still inside upon inspection noticed factory seal box itself essentially voids new description phone immediately called customer service voice concerns noted order understood promptly began working solution adequate compensation nice not priority notes order event discover problems device was told something surface problem addressed resolved replaced found comfort that overall amazon customer service great case device exceeded expectations far would recommend it fact i'll looking purchasing another half,5.0 out of 5 stars
amazing included app usb cable adapters super easy transfer files including text messages old motorola droid samsung wondering able easily set new verizon not even need call in anyone says not work verizon wrong can't say enough good things phone thinking it buy one love it wish speaker little louder otherwise perfect,5.0 out of 5 stars
bought used skeptical went seller options found one good condition got description exact phone seller indicated scratches back overall condition good got appeared brand new scratches functions excellently i've using since november feel like bought brand new,5.0 out of 5 stars
extremely satisfied phone issues activating current verizon account went retailer free sim card set everything up one thing wished known prior purchasing unlocked not voicemail notifications software installed carriers onto carrier specific phones way know voicemail call mailbox apps available download really isn't issue wish known wouldnt missed messages,5.0 out of 5 stars
sure would liked done plenty research purchasing fine however upon boot appeared defaulted spanish not good sign touted unlocked version phone however not appear case one got changing language pulling version number smgf determined one european version cdma radio capability verizon fails provision network bit disappointed returning,2.0 out of 5 stars
verizon said wasn't unlocked phone returning this,1.0 out of 5 stars
works well armor case applied case get exact fit bubbles disappeared within days leave completely transparent voating far protector stayed without issue nine days like texture touch sensitivity gone,5.0 out of 5 stars
worked fine month got stuck boot loop stopped working completely less week return window samsung support done nothing say call number never picks hours way happy god awful service broken product,1.0 out of 5 stars
hesitant buying phone simple dont be love it really don't need writing paragraphs explain great is see soon try out yah anyways strongly recommenddon't listen negative reviews,5.0 out of 5 stars
consistent better intuitive user interface prior models good compatibility common apps applications real world really need another new device non standard plug yes going ding stars silliness,2.0 out of 5 stars
got january worked really well year battery drained charger would not charge wireless plug charging would not thing replaced battery repair company happen again recommend going service provider insurance,2.0 out of 5 stars
paid money new one packaging don't feel new one phone's protection membrane intact still highly doubt return product other,3.0 out of 5 stars
fast efficient takes awesome picturesonly drawback fingerprint sensor beside camera might take time getting used looks oddawesome infinity displayvery thin practically bezelsdisplay audio speed camera ,5.0 out of 5 stars
google removed message tone contacts app os ships phone deal breaker every text message damn notification sound work around supposed download updated version samsung messages app set custom notifications per conversation thread course going app select update shows latest version app doesn't include halfbaked work aroundsuggestions switch party app supports per contact notifications unacceptable ridiculous propose option cause lose text message history,1.0 out of 5 stars
still beautiful nice compared latest smart phones like galaxy s note seriescompact handy productiveif say not good yet don't know use it,5.0 out of 5 stars
registered samsung got warranty everything works amazingly,5.0 out of 5 stars
much better anything apple ever owned either lg,5.0 out of 5 stars
bought son really likes samsung family years way would switch quit making them don't know particulars son hasn't complained anything that's good sign,5.0 out of 5 stars
came good conidition works like new worked perfectly att flawless performance want don't care scratch glass back nick there absolutely love this nothing case skin can't fix anyways make sure get positive sellers though don't take risks buying products like these,5.0 out of 5 stars
best love looks works not heavy big all,5.0 out of 5 stars
apparently samsung changed menus open network unlocked phones like one eliminated wireless calling video calling menus problem many people samsung refuses provide patch fix problem reviews talk capable wireless calling reason samsung changed menu open network phone download third party apps like freetone skype use features works well,2.0 out of 5 stars
i've full days i'm still learning user friendly like size different sounds blu though could get text messages without data turned on would biggest thing not like far,4.0 out of 5 stars
unlocked works expected purchased use prepaid service difficult activate kept saying not unlocked  hours able resolve,4.0 out of 5 stars
took verizon store everything went smooth verizon employee asked purchased phone told bought amazon said nice unlocked lot cheaper buying verizon pleased purchase far,5.0 out of 5 stars
bought unlocked galaxy directly amazon not party seller brand new accessories box advertised brought verizon got sim card everything worked should don’t verizon bloatware unlocked bonus huge upgrade old htc desire almost every aspect though admit htc better stereo speakers  amazon price less verizon phone,5.0 out of 5 stars
great cellphone well made easy work with can get note one miss note nothing beats note category may take loss back toswitch note,5.0 out of 5 stars
many issues phone battery drains extremely fast even not using it cant download mms even restoring apn fixes lost calls doesn't ring caller goes straight voicemaili samsung phones past none badwould not recommend,2.0 out of 5 stars
bought months ago everything wanted more avoided setting bixby cuz don't use virtual assistants much space awesome also really sturdy i've dropped concrete nothing thin case protect it issues whatsoever hope lasts long time,5.0 out of 5 stars
son ordered one problems it worked verizon network without problem ordered one myself tried activate verizon network said not compatible network depends one send work not unfortunately not know get phone,1.0 out of 5 stars
month progressivly gotten worse not come features normal wifi calling well camera features also drops random calls well won't let people call randomly spend money elsewhere,2.0 out of 5 stars
listen right say good phone holy crap amazing super fast display beautiful mobile internation llc trustable place buy look seller sells new s's lies gimmicks got oneday i'm playing around currently i'm sure gather lot attention issues ill post here type want show people,5.0 out of 5 stars
far good thing noticed seems not best battery life honestly upgrading got last year replace broken one much better i'm pleased scared buy amazon great,5.0 out of 5 stars
amazing samsung still forcing bixby customers don't know bixby is personal assistant created satan himself infuriating piece garbage ever jump threw ton hoops suppress phone can't actually remove itwhile amazing would consider pixel xl hell dealing bixby wish bought one,1.0 out of 5 stars
could not register galaxy samsung called gave samsung support information phone turns received version not registered us temperatures centigrade bet distances kilometers,3.0 out of 5 stars
amazing everything expected review confirm reviews share get activated verizoni took verizon get new sim card old note micro sim nano sim verizon employees said not verizon compatible error messages came scanned box contact customer service see could added verizon database customer service employee helpful reassured verizon compatible everything looked good system looked phone's number mailed new sim card walked switching new sim card everything worked well works fine verizon plan saw reviews people similar situations wanted confirm verizon's customer service helpful unlocked worked verizon plan going steps verizon store employees either not power store recognize tell not compatible try get sign contract spend money going customer service way within days getting amazon got new sim card verizon new working great,5.0 out of 5 stars
pros not completely outdated yet still extremely functional affordable iphone user many years idea trying get people upgrade killing battery making apps not work years old ridiculous refuse pay phonecons simply opinion really nothing itself getting used working android againalongside amazon payment plan cannot wrong phone,5.0 out of 5 stars
overall pretty nice phone water resistant major plus fact touch screen still mostly works wet amazing kind stutters lags tiny bit disappointing battery life hit miss sometimes lasts days sometimes less obviously fault using apps drain battery can't figure happens i'm not huge fan wrap around screen makes really paranoid since almost cases actually protect sides could cool technology degree wrap around screen covers back well current state don't really get point look pretty though is point glare kind issue bixby completely awful can't believe samsung locked button people can't reprogram something useful don't get they're competing google front also don't understand they're competing cloud storage market another wtf decision include awesome amoled screen don't take advantage power saving features unless install third party black themesmajor concern samsung premium care not cover phones purchased amazon still accept money super scummy move opinion mention asked rep and good thing diddespite many complaints samsung's strange decision making hardware pretty good stock works well tweaks,4.0 out of 5 stars
received new mail looks real nice found sims card sprint my service provider order use it fortunately told sims card free either order one store get there shall see,5.0 out of 5 stars
got activated days ago metro store pay get activated wouldn't let online fur reason work metro tried facial recognition yet fingerprint seems working fine overall functioning way opinion changes occur i'll try remember update review,5.0 out of 5 stars
switched iphone took day get used android felt free light thin excellent screen real estate fingerprint scanner great camera able move sim card directly without interaction carrier website samsung also provides smart switch app transferred content new via usb cable comes adapter use iphone cord one,5.0 out of 5 stars
may good wouldn’t know received box included headphones cord top that told wait three days complete investigation say pissed would understatement paying customer expect more issue warehouse shipper nothing me yet one punished,1.0 out of 5 stars
sad looking forward opening piercings screen guess buying att betterdisappointed nd item returned amazon last years,1.0 out of 5 stars
part worth money slight scratch screen isn't noticeable unless try look it small scuff top edge which can't see case on great cosmetic condition battery life not great auccu battery says mah used battery life isn't new would like battery also gets little warm playing video games pubg recommened settings thing seller never told phones battery shape in,4.0 out of 5 stars
sent international found warranty refunded money hassle great phone came original packaging seemed brand new fragile get case tempered glass protector rebuying loved hopefully sent proper time,4.0 out of 5 stars
nothing wrong unlocked not totally compatble verizon advanced calling features wifi calling etc not available also g lte not recommend purchasing verizon return buy verizon software,3.0 out of 5 stars
spent time looking phone search galaxy searching gps find samsung support site entries dating today inability function tried vague solutions offer without success rare times hitting start google maps directions work minute two never longer usually not all messaging email gps directions purchased for avoid need gps understand not directed seller seller performed promised quick delivery advertised,1.0 out of 5 stars
directly amazon warehouse original weight feel great set easy glitches far spontaneous restarting touch good lots new features problem notifications not come real time sleep modebut digging around internet discovered battery usage saving feature special permissions problem works fine now,4.0 out of 5 stars
bought wife gigand space text messages wouldn't come in s  awesome downside stupid bixby applost star samsung can't reprogram itwould nice could reprogram button launch different app,4.0 out of 5 stars
works great far didn't realize came screen protector installed kinda freaked thought delivered crack way middle figured couple days later removed protector boom perfect screen,5.0 out of 5 stars
got brother reward great school year paired case amazing price holds well end gaming outstanding battery life optimization tool adds great experiencemaximum power saving mode customizable allowing add compatible apps manage things like brightness cpu performanceno complaints,5.0 out of 5 stars
great bixby nonresponsive majority time trying use voice wake up i've gone setup multiple times still doesn't work google assistant wakes problem not mic me also bixby works fine poorly placed bixby button,4.0 out of 5 stars
excited got international version non adapter verified imei number samsung site says warrantyi return now waste time,1.0 out of 5 stars
purchased like new amazon earth day deali plugged immediately saw difference display iphone lightning fast response beautiful curved glassi willing forego features stereo speakers slow motion video emoji characters save over compared plusafter registration product samsung  months left warranty likely return someone ordered wrong product sent back,5.0 out of 5 stars
pros fastgood battery lifevery nice looking phonedisplay looks nicecons hand would often unintentionally touch part wrap around screen close browser windows apps etc happened often enough fairly annoyingseveral apps buggy would close would not work such cycletrader app annoying quirks youtube appthe fingerprint reader worst i've used yet always took least tries every time got out super annoyingfacial recognition jokei don't like samsung's overlay android nougat samsung keyboard sucks stock android much nicer imooverall flagship even deeply discounted price wasn't impressed one  feeling would much happier pixel upcoming pixel,3.0 out of 5 stars
far good opened box put sim card old running minutes nice phone beautiful display,5.0 out of 5 stars
far good definitely feels good use samsung stuck bit complaint shipping time postponed received package extremely hot that's anybody's control,5.0 out of 5 stars
outstanding replacement old samsung sii started acting little funny clear screen long battery life connects bluetooth vehicles seconds less never fails connect,5.0 out of 5 stars
fine works like charm register product warranty already expired by least year months ordered replacement model issue remains same don't order,1.0 out of 5 stars
planned obsolescence finally got bought works good wonder long allow use slow down,5.0 out of 5 stars
pretty good replaced moto pure sleek attractive hardware beefygb enough me need more nice option using micro card processor ram nice performance apps people complain fingerprint sensor near camera personally problem that problem bixby button although seems unnecessary iris scanner however doesn't seem work me i'm not using functionthe deduction star comes samsung's software not bad going times banging head frustration'why won't let  won't let remove  phone' people may bixby personally i'm using conjunction google assistant seems working well don't want it really shouldn't need party software remove it likewise app prefer use samsung shouldn't place barrier keep removing version great included apps new phone get that want get rid favor something else shouldn't jump hoopsand odd situations like samsung's built game tools i'm not heavy gamer times i'll mindlessly kill time stinkin setting adding extra buttons navigation screen corners right near game's buttons finally managed kill buttons getting notifications time game startedup well inconvenient places game took purchase app called disabler finally get rid it not lot scheme things man aggravating experience otherwise solid great phone,4.0 out of 5 stars
best cell i've had colors vibrant camera's great not mention lots features used bixby due reviews i'm fine without it,5.0 out of 5 stars
beautiful runs fast worked well sim card transfer verizon networks instantly lots neat features like running multiple windowsflimsiest thing i've ever seeni'd owned droid turbo years stood kinds abuse battery finally permanently died thing cannot stand common usage screen fracture less week maybe twothree foot drop even casescreen protector on rough tech avoid hell phone,2.0 out of 5 stars
samsung android must protect google comes bloatware model cannot easily rooted get rid bloat,3.0 out of 5 stars
bought day replacement samsung gb memory worked slow wanted something better memory unlocked version seems great features i'm still exploring display camera awesome little pricey ballpark competitors brandsprices happy far,5.0 out of 5 stars
advertised like alot,5.0 out of 5 stars
beautiful phone however use page device not work bought amazon ebay trying take cheap rout going buy particular page website hope review helps fellow page users,3.0 out of 5 stars
supposedly unlocked not work cricket compatible working cricket sim card simply not connect service disappointed returned,1.0 out of 5 stars
purchased unlocked galaxy sold amazon couldn't pleased phone truly unlocked came accessories charging adapter headphones etc arrived expectedthanks day shipping issues allas far use love everything phone camera quality great compared coming from fits perfectly small hands overall could not ask anything else,5.0 out of 5 stars
don't like phones nowadays huge guess that's is get new one kept breaking one really good though i'm happy went ahead got it,5.0 out of 5 stars
device works perfectly advertised don't let naysayers prevent buying based upon false notion won't work verizon needed entering imei code listed back verizon website order necessary free sim card,5.0 out of 5 stars
nicest i've ever had worried buying something expensive somewhere manufacturer arrived time original box breeze setting resolution absolutely amazing,5.0 out of 5 stars
love every aspects phonehighest equality materials camera screen processors everythingwell implemented software based top class computing power runs seamlessly situationbattery well managed optimization tools idle time seems don't use battery,5.0 out of 5 stars
nice looking works well durability tissue paper drain shattered first time dropped approx two feet flat tile floor even otterbox expensive screen guard could find never buy samsung again,3.0 out of 5 stars
gift husband loves iti top phones box remember folks forbesmag rated lg top androids  reviews  far beyond  appearance always go themwith ok  models gota great one but buy samsung great phone short consumer service know facts reasearch dontwinebe happy😃,5.0 out of 5 stars
great able save money price less straight talk wanted full retail able activate straight talk problems,5.0 out of 5 stars
love phone many extras much fun great pics samsung fan years fourth galaxy impressive last park camera bixby battery life wonderful,5.0 out of 5 stars
love new phone apprehensive buying unlocked brand new box took local sprint store set me free charge well i'm trying get husband upgrade well,5.0 out of 5 stars
quality phone fast expandavle storage created year one cheaper flagships although prefer google assistant bixby good job designed do bixby download apps lazy type basically use for otherwise google assistant way,5.0 out of 5 stars
works great worried wouldn't posting review new phone,5.0 out of 5 stars
love phone not biggest putting temdan proof case it wouldn't want s would big bigand i'm ' huge hands,5.0 out of 5 stars
moved iphone samsung recurring battery issues first thing noticed samsung significantly longer battery life not userfriendly iphone might function longtime iphone user my learning curve looks great comes lot great apps relatively easy set up quirks take time get used to that's probably true new phone overall great phone,4.0 out of 5 stars
so makers decided add personal assistant pops whenever click button side everything integrated google need another personal assistant desire test one out but constantly accidentally hit button thing desireneed constantly pops up usually right middle somethingbut don't disable it might say well make sign account whole process get screen disable button so month aggravation finally decided hassle disabling stupid thing not desire need for well ok finally get disabled give personal information such know kind data gathering not mention power uses data uses taking whole screen constantly left main screen so decide disable app entire well there's like apps uses disable them but surprise samsung deliberately makes impossible disableso seems like grand ploy force use personal assistant figure already bought won't hassle returning it accustoming another phone etc take me save yourself get different now,1.0 out of 5 stars
every day restart able use it keeps advising network registered doit frustrating times,2.0 out of 5 stars
got black friday deal since okay however klutsy person dropped myself didnt buy screen protector brother whos tech wiz said dont need crack camera lense love phone,4.0 out of 5 stars
don't normally write reviews must say extremely disappointing product seller clearly advertised brand new usa warranty could used us bought internationally making unusable not covered samsung warranty unhappy extremely annoyed lied to product also not sealed sealing sticker used product box missing switched correct device,1.0 out of 5 stars
purchased october hands incredible phonei've little bit worry purchase verizon unblocked phone know cdma theme cdma cdma gsm network put metro pcs sim mtropcs girl magic work well fast course paid new sim  dollars fee,5.0 out of 5 stars
awesome phone don't think nothing else say good design,5.0 out of 5 stars
received unlocked galaxy today amazon went verizon work problems getting activated took less time activate standing line cost sim card i've read reviews people hard time verizonthat not experience thinking buying unlocked say purchased unlocked version not verizon unlocked not problem happy customer amazon,5.0 out of 5 stars
screen great size runs fast slick sleek samsung finally allowed disable bixby button texting oddly slow live that,4.0 out of 5 stars
item received time couple days use speakers not work anymore device restoring media several days current recovery progress   mb wireless charger stops working continuously wifi connection also stops working reason country month reason return time closed,2.0 out of 5 stars
seriously love phone companion fall love every time take picture nature live small valley i've never able capture beauty phone fence get run do not walk buy phone don't pay grand competition cough cough x absolutely incredible almost half cost could on seriously love phone,5.0 out of 5 stars
great deal flagship without needing worry carrier bloatware pleasantly surprised used purchased basically brand new besides fairly faint scratches screen issues powering device box even came complimentary casethis receiving star less usb cable shipped broken arrival not big deal bit headache need charge phone,4.0 out of 5 stars
came time exactly website description said was didn't get brick box socks pleased,4.0 out of 5 stars
awesome phone beautiful technically advanced responsive not bring much bloatware i'v always galaxy phones best,5.0 out of 5 stars
not newi payed new months ago past weekend stopped charging suddenly wouldn't turn on took repair service informed item previously tampered not new warranty expired way bought itnow want refund amount selling not payed fordo not buy this,1.0 out of 5 stars
money it high performances great pictures good battery life comes useful samsung software top native androidthe drawback battery optimization good prevent application like strava running properly blocking background access resources so planning use strava second thought still deserves stars,5.0 out of 5 stars
amazing productthe downside tell localiton fingerprint sensor,5.0 out of 5 stars
came fast works fine registered samsung software sync old phone put verizon sim card new one turned bam new phone easy,5.0 out of 5 stars
