stars,comment
1.0 out of 5 stars,"Advertised as a G930V (verizon) what was actually delivered was a 930U... no Wi-Fi calling, no voicemail notifications (have to dial *86 to find out if you have a voicemail)
            "
2.0 out of 5 stars,"There is something wrong with the phone, it doesn't always charge, and it when it does it doesnt always go to fast charging mode, other than that its a nice phone but i wish to have it fixed. I am definitely willing to give it a higher rate if the company can reach to me and fix it.
            "
5.0 out of 5 stars,"My wife needed to upgrade her S6, but did not want or need the latest and greatest.  This was the perfect solution, and half the price that Verizon wanted charge.  It was easy setup and transfer from her old phone.  We are happy!
            "
1.0 out of 5 stars,"Tried to activate my phone with Verizon but it turns out that the device was on a list of lost or stolen phones and therefore was not eligible to be activated. In the few minutes that I did have the phone on and running the battery become increasingly hot.
            "
2.0 out of 5 stars,"battery life was just like my samsung 3. froze a few times within the first week. product was returned. however, company worked well with us and we'd use them again.
            "
3.0 out of 5 stars,"The banner says I purchased this . However I returned it because the micro usb charging slot held the usb loosely so did not charge consistently in the car or any situation that moved. Wireless charging was ok but I did not want to rely soley on wireless charging. Otherwise, the phone itself worked fine.
            "
1.0 out of 5 stars,"Our second mistake.  We purchased this phone after making things mistake once before.  We purchased from another amazon seller hoping for a more successful experience.  Again, the phone came with an AT&T symbol on the back.  Uh oh. This phone was more dinged up and in worse condition than the first phone we purchased. We took the phone to a Verizon store to put on our plan.  It didn't work.  The phone will not work on a Verizon line.  They tried to help us sincerely, but to no success.
            "
5.0 out of 5 stars,"Like this phone! Looks brand new. All functions and battery life are great. Was initially concerned with buying a refurbished phone, I couldn't be happier. Mine came from Cell Surfers for a very reasonable price.
            "
3.0 out of 5 stars,"Says it is Verizon phone (originally) I took it to a verizon store to activate it and transfer my # and they couldnt get it working. They ended up buying the phone from me and giving me a deal on a galaxy s8 plus.
            "
5.0 out of 5 stars,"Looks and functions like new, at a fraction of the cost from Verizon.  And I don't see any issues with the battery life either.  My colleagues who seem inclined to empty their wallets for the sheer joy of spending on gadgets have sheepishly started asking me for the Amazon link for this.
            "
5.0 out of 5 stars,"Arrived quickly and exactly as promised.  Works well!
            "
5.0 out of 5 stars,"Product arrived in great condition. Some scuff marks around the micro USB port, but they were almost unnoticible. Other than that its looks like a brand new phone.I upgraded from a note 3, so I did have to change my sim card to a smaller format, so if your replacing an older phone just something to be aware of. Verizon changed my sim card for free, so wasn't an issue.At first felt tiny compared to the note 3, but I adjusted in few days. I am happy with my purchase.
            "
4.0 out of 5 stars,"I've had this phone for ~5 months now and the battery is definitely showing its age (day 1, default setting- overnight- ie not using it all: 13% drain over 12 hours. As of this writing, 27% drain over 12 hours).  But other than that, everything was in perfect condition.
            "
2.0 out of 5 stars,"The camera, the whole reason I bought this phone, stopped working right after the return period ended. I've had this phone just a few months and already need to replace it. Not stoked.
            "
5.0 out of 5 stars,"Arrive in great shape and works great!
            "
4.0 out of 5 stars,"Phone came in good condition. Has a crack on the bottom part of the back camera. But that doesn't affect the phone at all and it doesn't affect the water resistancy on the camera. So far I'm pretty happy with it. But I'll need time to adjust to the size and button placement  differences. (Previously  had a moto g6)
            "
3.0 out of 5 stars,"Should have been able tip use with my carrier, but it only works with Verizon. Slightly disappointed as I don't like Verizon!
            "
2.0 out of 5 stars,"Overall, the phone is nice and has some good features. However, when it arrived, The screen was scratched and the back had some marks on it too. The battery life is good (lasts about a full day).
            "
5.0 out of 5 stars,"Arrived in excellent condition. Was a gift for someone else, they didn't even know it wasn't new. Very pleased.
            "
2.0 out of 5 stars,"Bought certified refurbished S7.  Battery life out of the box is terrible. Standby battery life was 8 hours in normal mode.  Power Saving mode was a little better, but still not good enough to be any way equivalent to a new phone.  Phone is supposed to have 12 days of standby time and 27 hours of usage time.
            "
5.0 out of 5 stars,"Looks and works as a brand new phone, at half the price. Activated immediately on Verizon, and works exactly as it should.
            "
5.0 out of 5 stars,"It looks and works like a new phone.  Much better than spending $1000.00 for a new phone.
            "
5.0 out of 5 stars,"Appears new, came with genuine Samsung Fast Charger. Arrived when expected. Beautiful and fast. Really like Nougat. Saved a ton of money.
            "
3.0 out of 5 stars,"Was not clear that you wont get all tools needed to install sim card and mirco card. Also not loaded up like phone you get from verizon. Phone itself works great but need to load up some features that come with the one that you buy from Verizon
            "
5.0 out of 5 stars,"Works well, happy with purchase.
            "
5.0 out of 5 stars,"Bought for my 11 y.o. son. He was able to operate it straight out of the box and has had no issues since.
            "
4.0 out of 5 stars,"Dials on its own
            "
1.0 out of 5 stars,"I am so disappointed. Well just mad. Amazon should be ashamed to sale this garbage.  I purchased this phone to replace my phone. I took it into version and it will not read the SIM card. He told me it definitely is not a Verizon phone. I was so mad I just trained it in for a new phone.
            "
5.0 out of 5 stars,"Looks and works like new.  Love it.  2 generations behind saves big bucks!!
            "
1.0 out of 5 stars,"I can only say that I felt robbed on this purchase when I took this phone in to get a SIM card from Verizon I was informed that the IMEI number was flagged, it was either stolen or the account was being held for non-payment. Subsequently the following IMEI number cannot be connected.
            "
5.0 out of 5 stars,"Phone is working great, and I have it activated with Verizon.
            "
4.0 out of 5 stars,"I ordered a G930v, planning to possibly unlock it, but when it arrived I was pleasantly suprised to find it was actually a G930u, so unlocking was completely unnecessary. Bonus! Although the phone is refurbished, it seems good as new. My only gripe is the lack of an IR blaster, so I'll be keeping my s6 around to control those odd devices I don't have the remote for (laserdisc, CED, vcr)
            "
5.0 out of 5 stars,"I'm always leery buying something used that's electronic.  I was not disappointed.  The phone looks like new and works great.
            "
4.0 out of 5 stars,"So far so good.  Phone seems to work well.Battery seems to be very warm after little usage.  Disappointed there were stickers on the back and the SIM card key was not included but that is the risk with refurbished.  Phone appearance is perfect otherwise so far.
            "
3.0 out of 5 stars,"The phone showed up in good condition very slight signs of wear, I think the whole refurbished thing might be a bit of a joke but it does carry a good guarantee  and is an easy return to Amazon if you are not satisfied. The battery on mine was a little week unfortunately but it will do
            "
5.0 out of 5 stars,"I was a bit aprehensive ordering a refurbished phone sight unseen but I have to say it was everything described and a bit more.
            "
1.0 out of 5 stars,"Had to return as phone was not working. Tech support started out helpful then I was bounced around between several different people and became a mess. Phone would not register letters properly when typed so couldn't access the phone.
            "
5.0 out of 5 stars,"I bought this phone as a gift for someone in Mexico and the phone works very well. It has a small cosmetic damage in the corner (nothing to worry). The phone came in a generic box without headphones but still I am satisfied with the purchase.
            "
5.0 out of 5 stars,"I haven’t had to use tech support yet, but the phone has been great! No signs of damage. A tiny bit of wear around the charging port but that it all. The battery has a great amount of life left in it. I can easily go a whole day with vigorous use and still have power left.
            "
5.0 out of 5 stars,"Very impressed for a refurbished phone, basically impossible to tell it was not a brand new phone.  Works fine.
            "
5.0 out of 5 stars,"The phone came as advertised and on time.
            "
1.0 out of 5 stars,"My Samsung 7 arrived defective. The speaker is busted, nothing but static noise. Very disappointed
            "
5.0 out of 5 stars,"I took a chants and it paid off. My Phone was like bran new and worked like bran new. I read most of the reviews before I ordered.
            "
1.0 out of 5 stars,"I bought 2 of these, both had horrible battery life. Didn't realize just how bad it was until I replaced the first one with a new one. Just by new!
            "
1.0 out of 5 stars,"Phone was in good condition, sim card wouldn't read the Verizon card so it was useless
            "
1.0 out of 5 stars,"the phone won't turn on straight out of the package, it goes to galaxy s7 when attached to  a charger and at no other time, then cuts back off. don't know who to talk too, because I removed the back to check if any parts were missing and the back plate cracked during removal, not sure if I can still return it or not. Not even sure who I should direct my questions too.
            "
2.0 out of 5 stars,"The phone i bought had some issues with it, but once I got a new one sent to me it had all the issues fixed. May be best to go with a different phone rather than struggle with the issues I had too. (Battery drain quickly, late shipping, low quality screen - burned in images)The new one works fine but the process was a struggle.Something to keep in mind is that the phone likely won't have a warranty on it from Samsung so good luck!
            "
5.0 out of 5 stars,"exactly what we were after works perfectly
            "
5.0 out of 5 stars,"Been using this phone for over a year now and it works great. When i first got it there was some deep scratches on the home button but other than that one cosmetic flaw everything works great and ive had no issues!!!
            "
5.0 out of 5 stars,"Arived faster than expected, in pristine condition. There was no sim caddy ejection tool, but a paper clip works just as well. This phone cam with factory released firmare and had to go through a dozen update cycles one after the other to get up to oreo with the december security release, so be patient and keep applying the updates, it is NOT in an infinite loop.
            "
3.0 out of 5 stars,"Had to return at my cost for $12.50. Phone rebooted constantly. No trouble shooting would correct problem. Research suggest its operating system hardware problem. Maybe cannot be detected on standard precertified protocol checks. Vendor accepted return but I had to pay postage. Got replacement phone from same vendor but used Prime this time. Very satisfied with new phone. .
            "
3.0 out of 5 stars,"Pros: Phone came well packaged and in perfect condition. Works great in terms of functionality, not disappointed in the Samsung S series yet.Cons: Battery life very bad. Gets hot when downloading, loses 10-15% of battery in an hour under normal use...e.g. calling, whatsapp, some browsing. Thinking of returning.
            "
2.0 out of 5 stars,"Despite receiving the phone with cracks in the top left corner, the phone was operational. Would have returned if her other phone had not stopped working. Feel like I paid too much for a cracked phone.
            "
3.0 out of 5 stars,"I am revising an earlier 1 star review to 3. I thought there was glue residue near the charging port but it's just all scratched up by the previous owner putting charging cable in carelessly. I'm a little disappointed but ok due to the good price on the phone and really fast shipment.
            "
1.0 out of 5 stars,"the description says it's a Verizon phone, but the one I received was AT&T and would not work at Verizon. They told me that after I went to get it set up at my closest Verizon store, so I had to pay return shipping, and am now waiting for a refund, and need to begin the search for an actual Verizon compatible phone all over again!
            "
1.0 out of 5 stars,"Battery was bad so much for a refurbished unit......would only last 2- 21/2 hrs....luv the phone.....but the supplier is not so good. I received the phone today....3 hrs charging and the setup with verizon.....I am trying another unit from a different supplier......we shall see
            "
4.0 out of 5 stars,"Big improvement over older Samsung phones. Refurbished or not it works and looks new.
            "
2.0 out of 5 stars,"Everything else considered, this was a good buy. However, one fatal flaw right from the beginning when I first turned it on, I immediately noticed there was screen burn in. It was faint, but it is definitely noticeable
            "
5.0 out of 5 stars,"This refurbished phone is like new!  Also, I really like the phone!  I've had for a few months and it hasn't failed yet. :)
            "
5.0 out of 5 stars,"I purchased this phone for my daughter. It came in great condition with no blemishes or scratches and it started right up. We took it to Verizon and in a matter of moments had a new sim card and she was up and running. So far so good.
            "
3.0 out of 5 stars,"NOT compatible with Verizon as advertised!!!!! Disappointed. Be warned it may not work.
            "
4.0 out of 5 stars,"Phone was bought to replace my galaxy s5.  So far, so good. The only concern is the embedded battery, which is fine for now.
            "
5.0 out of 5 stars,"I was extremely sceptical about buying a refurbished phone. After buying 2 refurbished Samsunge GalexyS7 for my husband and I, we will never buy  brand new phones again. They works just as good as a new phone and we have had no issues. I have had this phone for 2 months and have dropped it multiple times and it still works perfect. Definately glad I took a chance on buying these phone. I love it!
            "
5.0 out of 5 stars,"Just like all the other reviews say. Great battery life and very fast. Has a lot of other conveniences my s5 didnt
            "
4.0 out of 5 stars,"I bought this phone for my 11 year old son after buying a reburbished Google pixel from another website that we ended up returning because we couldn't get wifi to work on it.  I am very pleased with this phone. It's a great phone for a middle school boy. The price was right, it shipped fast and the battery stays charged for a long time as well.
            "
1.0 out of 5 stars,"Received a bad battery. The top of screen was cracked. Very disappointed that these are the standards allowed on amazon.
            "
5.0 out of 5 stars,"I received my Samsung Galaxy S7 in a timely manner. It was spotless except for a few minor scratches on the bottom button which shouldn't be anything that effects functionality. Installed my SIM card and I'm up and running smoothly.
            "
1.0 out of 5 stars,"Verizon tech could not get the phone to activate, tried 2 new sims. In the return-exchange process now.
            "
1.0 out of 5 stars,"My phone started giving me problems right before the warranty ran out. I sent it in and they fixed it. However, once I got the phone back, there was a brand new problem which they refused to fix because by that time my warranty had run out. I sent several emails and finally requested to be contacted by a supervisor, which never happened. Would not buy from them again.
            "
4.0 out of 5 stars,"Most of the phone was in new condition, however the metal bezel around the rear camera, the glass in front of the flash, and the home button were all scratched. So far works well.
            "
5.0 out of 5 stars,"Both phones showed up on time and have been excellent. The extra shatter proof glass they provided for free was a nice bonus
            "
2.0 out of 5 stars,"I like this phone very much. However the refurbished model I bought has a short battery life, does not get me through a day. Also, the phone was sitting in my car no one touching it and I look down and suddenly it had a crack across the front screen. :/ :(
            "
1.0 out of 5 stars,"It came before the actual due date, which that was great! Unfortunately when I activated the phone, it would constantly restart itself. Tried rebooting it. Still was restarting, the firm ware is damaged.
            "
5.0 out of 5 stars,"The S6 I had was bad all around, but I love the S7.
            "
5.0 out of 5 stars,"Love this phone. I switched from apple and I'm a Samsung person now. The phone works great- no problems at all. I bought my husband one shortly after I got mine, and they are excellent phones. Very happy!!
            "
5.0 out of 5 stars,"Everything I need it to do.
            "
1.0 out of 5 stars,"I bought this phone in july, the phone is overheating and the battery doesn’t work!
            "
1.0 out of 5 stars,"Microphone doesn't work. When I researched, I found that is a common problem.
            "
5.0 out of 5 stars,"Arrived as promised, was in excellent condition; came with charger.  This phone works great and was easy to activate with a Verizon Sim Card
            "
1.0 out of 5 stars,"I received the phone. It would not charge, and ran really slow. Very disappointed.
            "
5.0 out of 5 stars,"Love it!
            "
5.0 out of 5 stars,"Love my phone.. It looks brand new. Arrived on time. Just hate the battery doesn't last long
            "
5.0 out of 5 stars,"Very happy with my purchase. Speedy delivery. No hitches with start up. Everything worked as expected. Friendly personnel at Kiss Electronics and easy to deal with.
            "
3.0 out of 5 stars,"The phone seems to have a problem with the speaker phone and the charger is not compatible with the phone.
            "
2.0 out of 5 stars,"Message and email notifications don't work. The phone keeps downloading an update, but won't complete the install, bad buy.
            "
4.0 out of 5 stars,"The phone arrived on time, works really well so far, and looks like new.  I am very happy with it.  The only problem is that it came with an iPhone charger instead of the correct charger.
            "
5.0 out of 5 stars,"Everything is working well and my transfer of data and sim card was easy from my Galaxy S6.
            "
5.0 out of 5 stars,"Love my new Galaxy S7 but most of all I love the camera in the quality of pictures it takes and that's the reason I bought it the shipping was fast got it in 2 days with no problems easy to set up with no problems
            "
5.0 out of 5 stars,"Great condition!
            "
5.0 out of 5 stars,"This is the most worth it phone out right now.
            "
5.0 out of 5 stars,"Phone arrived in its packaged, covered in bubble wrap, with its charger and cable. Other than the most superficial, invisible scratch on this screen, the phone is virtually in perfect condition. Refurbished items are just getting better and better these days.
            "
1.0 out of 5 stars,"Wrote an email requesting a return label for this item as it is defective and never heard back. No phone number listed. This phone does not charge and I want to be refunded!
            "
5.0 out of 5 stars,"So Far So Good, the wife loves it!
            "
4.0 out of 5 stars,"Samsung Galaxy S7 is a great phone! Not the latest galaxy by any means, but much better than the s4 I replaced it with.
            "
1.0 out of 5 stars,"Bought this phone MAY 18...it is now August 1st...the Phone no longer works, you can open the screen but cannot get to the homepage.  They do not offer warranty so there goes $200+ right in the trash.
            "
1.0 out of 5 stars,"This phone is not unlocked! It is only allowing Verizon sim cards not any other carrier.
            "
1.0 out of 5 stars,"Do not buy this phone from tech venture they are not Verizon phones and can’t be activated.... such a waste of time
            "
5.0 out of 5 stars,"It works.
            "
5.0 out of 5 stars,"Been using it for about 4 months first month it wanted to update 10+  times a day I guess it caught up with where it needed to be. Overall it's a working phone
            "
5.0 out of 5 stars,"Decided to try reconditioned phone. Turn out to be excellent choice. Very hard to tell it isn't new. Highly recommend.
            "
5.0 out of 5 stars,"great phone
            "
5.0 out of 5 stars,"Great phone for the money.
            "
5.0 out of 5 stars,"I love the phone I think the battery life is short but I think is for some of my configuration but in conclusion excellent phone and in the time expected ^_^
            "
5.0 out of 5 stars,"After I let it sit and charge for a little while, the phone has worked PERFECT after. After a close ans detailed inspection, there is absolutely no damage anywhere. The phone is fast, sleek, and is just like a brand new phone.
            "
5.0 out of 5 stars,"Perfect! All good!
            "
5.0 out of 5 stars,"Arrived right on time, looks like brand new and working great
            "
5.0 out of 5 stars,"Product came looking like new. Everything seems to be working wonderfully. Verizon had no issues when I went to have them set it up. I'm loving the Samsung S7!
            "
3.0 out of 5 stars,"Battery life is kinda bad. Has some scratches on the corners and a big scratch on the fingerprint sensor. But overall works good and the camera too.
            "
5.0 out of 5 stars,"Cool
            "
4.0 out of 5 stars,"Arrived in time.  Activated without issue. Audio sounds tinny compared with working unit not refurbished.  Good price.
            "
5.0 out of 5 stars,"Purchased for my mom and she LOVES this phone. Great buy for the money and no defects.
            "
4.0 out of 5 stars,"Bought as a present for my sister she no longer annoys me
            "
5.0 out of 5 stars,"This phone looks brand new for being refurbished. Love it
            "
4.0 out of 5 stars,"This phone has no problem with connectivity inside metal structures where my co-workers have difficulty with reception and dropped calls. Also, I'm experiencing improved Wifi reception over my previous phone!
            "
5.0 out of 5 stars,"Good phone
            "
5.0 out of 5 stars,"The phone seems to be as good as new. I love it!!
            "
1.0 out of 5 stars,"The charging port did not function well upon arrival. I have to literally hold the charger in the charger port with force to charge. This product is not functional since I cannot charge. DO NOT PURCHASE
            "
4.0 out of 5 stars,"Phone is a technical marvel. So far the only issue with it is the battery life.  Literally  see the battery  drain by the minute. Maybe since it's refurbished the battery is older than expected.  Don't Know.
            "
5.0 out of 5 stars,"Works exactly as advertised
            "
1.0 out of 5 stars,"This phone is not unlock!!
            "
5.0 out of 5 stars,"This phone although not being up to date is a great phone. The battery life is long and the phone functions impeccably.
            "
5.0 out of 5 stars,"It is like brand new !
            "
5.0 out of 5 stars,"The phone I received worked almost perfectly and was in very good shape. There was an issue with the fingerprint scanner which I've yet to fix (if it can even be fixed), but that's the only issue I've come upon. Otherwise, it's fully functional and more than worth the price.
            "
1.0 out of 5 stars,"Very disappointed with this phone. Battery life is very poor. I doubt this phone will make in more than a month.
            "
5.0 out of 5 stars,"Feels like a brand new Galaxy S7 even though it is refurbished.
            "
5.0 out of 5 stars,"Better than the s7 Edge.  At least you can find a protective case that works on this one.  With the edge...the edge is unprotected and it broke when I dropped it on the edge
            "
5.0 out of 5 stars,"The phone arrived in perfect condition.  I am so glad I bought it.  My very first smartphone.  I knew that the battery would need to be replaced.
            "
5.0 out of 5 stars,"Love the phone. Recieved on time
            "
1.0 out of 5 stars,"Was not as described!!! Phone is not unlocked!!! I have called the company over 3 times and they never answer or return my call after leaving several voicemails!!!
            "
1.0 out of 5 stars,"When I opened this I instantly saw the missing back cover, but when I tried to turn it in the screen wouldn't work (by screen I mean the screen itself turning on so I could see what I was doing). The touch screen was still working though.
            "
1.0 out of 5 stars,"I give this phone no stars. My boyfriend couldn’t connect his phone to Verizon because it was on Verizon’s blacklist as a stolen phone. Now his line is disconnected and we have to get a hold of amazon to get a refund and he doesn’t have a phone! Ugh.
            "
1.0 out of 5 stars,"Couldn't use the phone at all because it can't recognize a sim card
            "
1.0 out of 5 stars,"Ended up taking phone into Verzion to set up and we were told that even with a verizon sim card, we were not able to use the phone on verizon network.
            "
1.0 out of 5 stars,"Ordered a phone. When the package arrived all the box had in it was a generic phone charger.
            "
5.0 out of 5 stars,"Like new, love it!
            "
2.0 out of 5 stars,"I have the international version of the S7 for a non-Verizon line and it works fine. I tried this Verizon version of the phone for a Verizon line and it had a problem unlocking from the home screen. Three times it just wouldn't unlock and I had to do a complete system wipe and reboot. I picked up a second Verizon version of the phone from a big box store and after a few days of use it too became stuck in an endless loop when I tried to unlock it. I am starting to think the Verizon version of this phone has some issue with unlocking.
            "
5.0 out of 5 stars,"We have one of these so we knew what to expect.  This is a replacement for a Galaxy S5 that was lost.  Now our phones can use the same charger, etc.
            "
3.0 out of 5 stars,"I ordered a black phone for my son and received a rose gold phone. The phone is working good but my son definitely wasn't happy with the color.
            "
4.0 out of 5 stars,"Arrived early, thank you.  Back plastic has crack in it. Still works.  Son doesn't want to give it up to wait for return/exchange hassles.
            "
3.0 out of 5 stars,"The ONLY thing that I didn't like about the phone was that it was NOT COMPATIBLE with my Boost network and it have to be sent back.
            "
4.0 out of 5 stars,"Cell phone worked and looked like new devise.  I am happy with my purchase!
            "
4.0 out of 5 stars,"I am new to this phone, but have found it very easy to navigate.
            "
5.0 out of 5 stars,"Bought 2 for my wife and I. We're with MetroPCS and I switched the sim card into this phone and followed the instructions that came on a card with the phones. It didn't work at first, so I went to the MetroPCS store and they sold me 2 new sim cards and they both started working just fine. Called to activate and they both work great. These were Verizon branded phones, so we had to disable some built in software, but no big deal.
            "
5.0 out of 5 stars,"Everything about this phone is great. We bought another one.
            "
1.0 out of 5 stars,"Received the phone,  looks good, but when went to activate it, i was informed by verizon that the phone wasn't paid off by the previous owner, is on a nonpay list,  and can't be activated it.I have contacted the seller, and will update when I hear back from them.
            "
1.0 out of 5 stars,"Piece of junk phone. Many issues, keeps randomly shutting down...buy from somewhere else..
            "
1.0 out of 5 stars,"The phone has terrible burn-in pixels on every screen. Without a replacement I would never recommend this to anyone.
            "
1.0 out of 5 stars,"I bought a ""certified"" Samsung S& from Sikksound for $327.00. After 3 months, the battery swelled and rendered the phone unuseable. Sikksound did not offer a replacement or a refund even though the device was defective. The were completely unhelpful.
            "
2.0 out of 5 stars,"The phone is absolutely stupendous. I had no complaints with it. However, after the 3 month warranty from DealFisher was up, not even a week afterwards, the phone turned off while I was asleep, the phone on the charger, and never turned on again. It only heats up when plugged into the charger. Right after the warranty was up... Meh. Very disappointed in this.
            "
5.0 out of 5 stars,"Great condistikn
            "
3.0 out of 5 stars,"Charging area is scratched up, Facebook app image is burnt into the screen, It looks like they tried to pull the back of the phone off. It works, and that's what I needed, but I'm going to toss it and buy a new phone the moment I'm able to since this one is in such poor condition.
            "
1.0 out of 5 stars,"Useless without the pin tool to open the sim card port. Seriously people. How do you forget that!
            "
2.0 out of 5 stars,"Bought this phone in the description that says it was an unlocked phone turned it on starter to use it would not let me use it because it says it is Verizon Wireless only
            "
5.0 out of 5 stars,"I bought this phone since I broke my ipad badly. The phone looks like brand new works very well but the battery life is not that good. However, overall, i really satisfied with this.
            "
1.0 out of 5 stars,"Terrible should've never bought this piece of junk. It's done nothing but glitch since I got it. Never buying a refurbished phone again.
            "
3.0 out of 5 stars,"Normal
            "
4.0 out of 5 stars,"Overall, this phone does what it needs to!Performs better than average across the spectrum. Not the end all be all phone, but good enough to last a couple years!
            "
5.0 out of 5 stars,"Perfect
            "
5.0 out of 5 stars,"Received  quickly and it works like new
            "
3.0 out of 5 stars,"My phone worked great for about 6 months until 2 days ago it turned off and never turned back on again. So i then had to purchase a new phone due to it breaking out of nowhere
            "
4.0 out of 5 stars,"Grate
            "
4.0 out of 5 stars,"The performance was as if brand new. The screen had a small dead spot when the brightness was low. I sent it in and got another one from buyspry instead. This one is perfect.
            "
5.0 out of 5 stars,"This phone works fantastically, battery life is decent, and the phone is quite fast. The speaker on the Galaxy S7 is not as loud as the S6 but still works okay.
            "
3.0 out of 5 stars,"Phone has a small crack on the back glass. And a small chip on the edge of the front screen. Other than that it functions properly
            "
5.0 out of 5 stars,"Was leery of buying given the horror stories of vendors with Amazon.  Happy to report, no problems (yet) after several weeks.  Verizon mailed me a free SIM card (no need to buy one) and I installed a 64 GB ram card along side it for a few more bucks.  Why buy a highly fragile S8 for twice the price when you can get this one?  It came new in the box.  Did not have original charger, other than that just fine.  Might buy another one.
            "
5.0 out of 5 stars,"Arrived in a timely fashion. Phone looks great!
            "
5.0 out of 5 stars,"thanks
            "
1.0 out of 5 stars,"It is NOT unlocked for Verizon, as stated, but for TMobile, making it useless to me.
            "
5.0 out of 5 stars,"Product and quality was exactly as advertised. Phone is like new and works perfectly. This is a great option for someone who wants a quality phone but for whom the latest generation ""new"" phone is not a must - have.
            "
4.0 out of 5 stars,"Great device, it only seems to run short on the baterie duration. For the rest, its a great device.
            "
5.0 out of 5 stars,"The phone seems to be great so far! This seller has contacted me to make sure everything is going well with the phone. I am a happy customer so far!
            "
5.0 out of 5 stars,"A+, would buy again. Only had small indications of previous use.
            "
5.0 out of 5 stars,"great phone! no problems ! works just like new!
            "
1.0 out of 5 stars,"Despite clearly stating that this was for use on Verizon, the phone arrived set up for Tmobile. Useless and waste of my time.
            "
4.0 out of 5 stars,"Works well, battery could've been swapped tho
            "
4.0 out of 5 stars,"The home button on the Samsung Galaxy 7 was chipped and the finish was half gone.
            "
5.0 out of 5 stars,"great phone and the price is awesome ….the phone is just like new every thing works great ..
            "
5.0 out of 5 stars,"The phone was super nice and feels practically new. I didn't notice any scratches and it runs great
            "
5.0 out of 5 stars,"It's a good phone if you aren't looking for something fancy. Was a great buy!
            "
1.0 out of 5 stars,"No se explica que el teléfono no tendría un sistema global, solo sería americano.
            "
5.0 out of 5 stars,"Perfect
            "
4.0 out of 5 stars,"Just missing the tool to access sim card.
            "
1.0 out of 5 stars,"El teléfono no viene desbloqueado....lo considero in engaño.Solo permite SIM de Verizone
            "
1.0 out of 5 stars,"After 4 months the phone screen has a purple tint under which has made the phone useless.
            "
3.0 out of 5 stars,"Product is NOT a factory unlocked phone.  Product received is a Verizon phone, with all of the associated bloatware.I was able to get it to work for Cricket (My service provider) after fiddling with settings and a lot of time digging through the internet.
            "
5.0 out of 5 stars,"Everything is perfect! thanks a lot)))
            "
4.0 out of 5 stars,"It just that the home button is too far from it's position from that it is good
            "
5.0 out of 5 stars,"This is a really nice product, especially for the price.
            "
1.0 out of 5 stars,"While all functions of the phone work as advertised, the battery life of the phone is so poor that it absolutely eclipses every other possible positive quality of this. Im currently getting only 6 hours of battery life worth only one hour of Screen On Time nested within the same time. This means that if i leave my house for drinks at 8pm, my phone will be basically dead by the time bars close and i wont be able to call an uber or even use google maps /maps to walk back to an apt or my house. Every time the screen is on the phone loses more than one percent per minute, even as the battery manager says it has hours left.  I heard great things about the phone and battery life in particular and I know that it may be due to the fact that its refurbished or but its so distracting and such an inconvenience that I dont think it can be honestly used in a day-to-day environment. I have just contacted the company responsible and will amend my review if the issue can be quickly and adequately resolved.
            "
1.0 out of 5 stars,"Just got ""new"" phone and the battery is already dead after 4 hours the next day!
            "
3.0 out of 5 stars,"Product came with it defalted to Chinese. Hard to reset to english
            "
4.0 out of 5 stars,"The phone came in great shape with no blemishes.  However, the charger plug or cord did not work.  I would buy this again.
            "
5.0 out of 5 stars,"nice phone work great
            "
4.0 out of 5 stars,"Im super happy w the phone but the battery life is half what my S5 lasted
            "
5.0 out of 5 stars,"Excellent product and don't have any scratches.
            "
5.0 out of 5 stars,"Looks and works like new
            "
5.0 out of 5 stars,"Totally impressed! Completely happy with my phone.
            "
5.0 out of 5 stars,"i use it every day
            "
5.0 out of 5 stars,"Awesome phones even for them the refurbished one was brand new
            "
5.0 out of 5 stars,"Great phone, easy wireless charging, nice battery life
            "
5.0 out of 5 stars,"Phone is like new with all accessories.
            "
1.0 out of 5 stars,"The phone came with a screen that was burned. Worked fine but this isn't what I paid for.
            "
5.0 out of 5 stars,"No comment
            "
1.0 out of 5 stars,"Phone was not unlocked and phone was not a verizon wireless phone.
            "
5.0 out of 5 stars,"Excellent
            "
5.0 out of 5 stars,"LOVE THIS PHONE
            "
5.0 out of 5 stars,"OK
            "
5.0 out of 5 stars,"It works good.
            "
5.0 out of 5 stars,"Good product fast service
            "
5.0 out of 5 stars,"This phone is great! looks just like new!!
            "
5.0 out of 5 stars,"Phone was pristine, exactly what I wanted
            "
3.0 out of 5 stars,"Everything on tht phone was good just the speaker is crappy cuz it was built on tht bottom
            "
5.0 out of 5 stars,"Its gold ?
            "
5.0 out of 5 stars,"Works great
            "
5.0 out of 5 stars,"I wanted to give it a little time before reviewing this to make sure everything worked properly. I'm about 3 weeks in and everything is great. It came with a charger, in a discreet brown box. The phone itself runs like brand new. At first I was concerned about the quality of a refurbished phone, but those anxieties have been laid to rest and I will certainly buy refurbished in the future to avoid increasing my monthly bill.
            "
1.0 out of 5 stars,"Dislike
            "
5.0 out of 5 stars,"Phone arrived on time with no defects and was easy to hook up to my already existing Verizon account.Only issue was that there is a little tool needed to open the Sim Card tray that normally comes with the phone but was not included here. However, I was able to open the tray myself with a safety pin after a bit of fidgeting so this won't be too much of an issue.
            "
5.0 out of 5 stars,"prompt service. Good product.
            "
5.0 out of 5 stars,"Awesome!
            "
5.0 out of 5 stars,"Great product.  Absolutely no problems. And the service was quick as promised.
            "
